movie,year,genre,length,gross,audience,critic,votes
Money Monster,2016,Crime,98,41.01,6.5,55,74801
Le chasseur et la reine des glaces,2016,Action,114,47.95,6.1,35,73914
Swiss Army Man,2016,Adventure,97,4.21,7,64,73569
The Boyfriend: Pourquoi lui?,2016,Comedy,111,60.27,6.2,39,72068
Le fondateur,2016,Biography,115,12.79,7.2,66,70174
Grimsby - Agent trop spécial,2016,Action,83,6.86,6.2,44,69313
Fences,2016,Drama,139,57.64,7.2,79,67536
Your Name,2016,Animation,106,5.02,8.5,79,67247
Silence,2016,Adventure,161,7.08,7.2,79,67167
Ninja Turtles 2,2016,Action,112,82.05,6,40,66919
Hunt for the Wilderpeople,2016,Adventure,101,5.2,7.9,81,65940
Alice de l'autre côté du miroir,2016,Adventure,113,77.04,6.2,34,65597
"Célibataire, mode d'emploi",2016,Comedy,110,46.81,6.1,51,65050
The Edge of Seventeen,2016,Comedy,104,14.26,7.4,77,64593
Hors contrôle,2016,Adventure,98,46.01,6,51,63640
American Nightmare 3: Élections,2016,Action,108,79,6,55,62692
Eddie the Eagle,2016,Biography,106,15.79,7.4,54,62610
Sing Street,2016,Comedy,106,3.23,8,79,62076
Beauté cachée,2016,Drama,97,30.98,6.8,23,62004
Resident Evil: Chapitre final,2016,Action,107,26.83,5.6,49,62002
Angry Birds: Le film,2016,Animation,97,107.51,6.3,43,61123
Midnight Special,2016,Drama,112,3.71,6.7,76,60130
The Neon Demon,2016,Horror,118,1.33,6.2,51,59491
Le bon gros géant,2016,Adventure,117,55.48,6.4,66,58532
The Boy,2016,Horror,97,35.79,6,42,57541
Pas un bruit,2016,Horror,81,0,6.6,67,56815
Traque à Boston,2016,Crime,133,31.89,7.4,69,56542
Mechanic: Résurrection,2016,Action,98,21.2,5.7,38,56041
Quelques minutes après minuit,2016,Drama,108,3.73,7.5,76,54938
Jackie,2016,Biography,100,13.96,6.7,81,54260
The Jane Doe Identity,2016,Horror,86,0,6.8,65,53531
Triple 9,2016,Action,115,12.63,6.3,52,52929
Café Society,2016,Comedy,96,11.1,6.6,64,52929
Underworld: Blood Wars,2016,Action,91,30.35,5.8,23,52859
Zoolander 2,2016,Comedy,101,28.85,4.7,34,52660
Infiltrator,2016,Biography,127,15.43,7,66,52582
Les Trolls,2016,Animation,92,153.71,6.5,56,52424
A Cure for Life,2016,Drama,146,8.11,6.4,47,51067
Bridget Jones Baby,2016,Comedy,118,24.25,6.6,59,50305
Mademoiselle,2016,Crime,144,2.01,8.1,84,49693
The Finest Hours,2016,Action,117,27.55,6.8,58,49150
The Lost City of Z,2016,Adventure,141,8.57,6.6,78,46185
Blood Father,2016,Action,88,0,6.4,66,45585
Elle,2016,Crime,130,0,7.2,89,44328
Criminal: Un espion dans la tête,2016,Action,113,14.27,6.3,36,44034
Joyeux bordel!,2016,Comedy,105,54.73,5.8,42,43318
Cigognes et compagnie,2016,Animation,87,72.68,6.8,56,42839
Peter et Elliott le dragon,2016,Action,102,76.2,6.7,71,42577
Les espions d'à côté,2016,Action,105,14.9,5.9,34,42484
Mise à l'épreuve 2,2016,Action,102,90.84,5.9,32,41670
Everybody Wants Some!!,2016,Comedy,117,3.37,7,83,41558
Paterson,2016,Comedy,118,2.14,7.4,90,40337
Whiskey Tango Foxtrot,2016,Biography,112,23.05,6.6,57,40241
L'âge de glace: Les lois de l'univers,2016,Animation,94,64.06,5.7,34,40045
Orgueil et préjugés et zombies,2016,Action,108,10.91,5.8,45,38766
Live by Night,2016,Action,129,10.38,6.4,49,38006
Ouija: les origines,2016,Horror,99,34.9,6.1,65,37811
The Fundamentals of Caring,2016,Comedy,97,0,7.3,55,37603
Gold,2016,Adventure,120,7.22,6.7,49,37354
Florence Foster Jenkins,2016,Biography,111,27.37,6.9,71,37237
Popstar: Célèbre à tout prix,2016,Comedy,87,9.39,6.7,68,36991
Les cerveaux,2016,Action,95,17.36,5.8,47,36608
Free State of Jones,2016,Action,139,20.76,6.9,53,36229
Keanu,2016,Action,100,20.57,6.3,63,35579
The Last Girl - Celle qui a tous les dons,2016,Drama,111,0,6.7,67,35416
Colossal,2016,Action,109,3.02,6.2,70,34997
Une vie entre deux océans,2016,Drama,133,12.55,7.2,60,34858
"Moi, Daniel Blake",2016,Drama,100,0.26,7.9,78,33743
Ben-Hur,2016,Action,123,26.38,5.7,38,33108
Miss Sloane,2016,Drama,132,3.44,7.5,64,32541
The Boss,2016,Comedy,99,63.03,5.4,40,32423
Imperium,2016,Crime,109,0,6.5,68,32040
La Forêt,2016,Horror,93,26.58,4.8,34,31563
Blair Witch,2016,Horror,89,20.78,5,47,31258
Toni Erdmann,2016,Comedy,162,1.48,7.5,93,30915
Anthropoid,2016,Biography,120,2.96,7.2,59,30739
Le client,2016,Drama,124,3.4,7.9,85,30623
A Hologram for the King,2016,Comedy,98,4.2,6.1,58,30391
Grave,2016,Drama,99,0.51,7,81,29402
Morgane,2016,Action,92,3.91,5.8,48,28858
The Do-Over,2016,Action,108,0,5.7,22,27429
La couleur de la victoire,2016,Biography,134,19.1,7.1,56,26706
The Belko Experiment,2016,Action,89,10.16,6.1,44,26503
Free Fire,2016,Action,91,1.8,6.5,63,25890
American Honey,2016,Adventure,163,0.66,7,79,24723
Bastille Day,2016,Action,92,0.04,6.3,48,24624
The Choice,2016,Drama,111,18.71,6.6,26,24077
The Strangers,2016,Fantasy,156,0.79,7.5,81,23894
Joyeuse Fête des Mères,2016,Comedy,118,32.46,5.6,18,23404
20th Century Women,2016,Comedy,119,5.66,7.4,83,23108
Loving,2016,Biography,123,7.7,7,79,22691
Mariage à la grecque 2,2016,Comedy,94,59.57,6,37,22634
Brimstone,2016,Horror,148,0,7.1,45,20964
Julieta,2016,Drama,99,1.49,7.1,73,20181
Personal Shopper,2016,Drama,105,1.31,6.2,77,19699
Meet the Blacks,2016,Comedy,94,9.09,5.8,26,19599
La Résurrection du Christ,2016,Action,107,36.87,6.3,51,19570
Mr. Church,2016,Comedy,104,0.69,7.7,37,18993
Avant le déluge,2016,Documentary,96,0,8.3,63,18755
Cell Phone,2016,Action,98,0,4.3,38,18713
Love & Friendship,2016,Comedy,90,14.01,6.5,87,18408
A Street Cat Named Bob,2016,Biography,103,0.04,7.4,54,18153
The Void,2016,Horror,90,0.15,5.8,62,17833
La tortue rouge,2016,Animation,80,0.92,7.6,86,17263
Get a Job,2016,Comedy,83,0,5.3,31,17103
K.O. - Bleed for This,2016,Biography,117,4.85,6.8,62,16806
Friend Request,2016,Horror,92,3.76,5.4,31,16209
Kingsglaive: Final Fantasy XV,2016,Animation,110,0.23,6.9,35,16128
Ae Dil Hai Mushkil,2016,Drama,158,4.24,5.8,40,15863
The Birth of a Nation,2016,Biography,120,15.86,6.3,69,15793
Un jour dans la vie de Billy Lynn,2016,Drama,113,1.72,6.3,53,15702
Bad Santa 2,2016,Comedy,92,17.78,5.6,38,15397
13th,2016,Documentary,100,0,8.2,90,15241
Ma vie de chat,2016,Comedy,87,19.64,5.3,11,15144
The Whole Truth,2016,Crime,93,0,6.2,46,14752
Cinquante nuances de Black,2016,Comedy,92,11.68,3.5,28,14506
Un traître idéal,2016,Crime,108,3.15,6.2,57,14404
La filature,2016,Action,107,0,5.7,50,14192
Max Steel,2016,Action,92,3.77,4.6,22,14173
Juste la fin du monde,2016,Drama,97,0,6.9,48,14138
The Door,2016,Horror,96,2.99,5.3,41,14048
Under the Shadow,2016,Horror,84,0.03,7,84,13958
Les Miracles du ciel,2016,Biography,109,61.69,7,44,13931
Le Casse,2016,Crime,92,0,5.4,58,13915
Les Mémoires d'un assassin international,2016,Action,98,0,5.9,37,13873
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,Action,96,0,6.1,47,13804
Special Correspondents,2016,Comedy,101,0,5.8,36,13724
Aquarius,2016,Drama,146,0.29,7.6,88,13096
Shin Gojira,2016,Action,120,1.91,6.7,67,12904
Genius,2016,Biography,104,1.36,6.5,56,12894
Place à l'impro,2016,Comedy,92,4.42,6.8,83,12822
War on Everyone,2016,Action,98,0,5.9,50,12608
31,2016,Horror,102,0.78,5,35,12555
The Bad Batch,2016,Drama,118,0.18,5.3,61,12433
David Brent: Life on the Road,2016,Comedy,96,0,6.3,54,12309
Marauders,2016,Action,107,0,5.5,42,12306
Amanda Knox,2016,Documentary,92,0,7,78,12276
Le procès du siècle,2016,Biography,109,4.07,6.6,63,11893
Tallulah,2016,Comedy,111,0,6.8,63,11770
Manipulations,2016,Drama,106,0,5.3,24,11380
Barbershop: The Next Cut,2016,Comedy,111,54.03,5.9,67,11133
Pet,2016,Horror,94,0.01,5.7,48,11101
Koe no katachi,2016,Animation,130,0,8.2,78,11050
I.T.,2016,Crime,95,0,5.4,27,10988
Ballerina,2016,Animation,89,24.48,6.8,48,10846
The Good Neighbor,2016,Crime,98,0,6.3,32,10734
Hands of Stone,2016,Action,111,4.71,6.6,54,10625
The Monster,2016,Drama,91,0,5.4,69,10482
Better Watch Out,2016,Horror,89,0.02,6.6,67,10392
No Way Out,2016,Action,99,2.28,5.7,33,10363
Elvis & Nixon,2016,Comedy,86,1.03,6.4,59,10352
Monster Cars,2016,Action,104,33.37,5.7,41,10342
Pelé: Naissance d'une Légende,2016,Biography,107,0.03,7.3,39,10231
Ma vie de Courgette,2016,Animation,66,0.29,7.8,85,10221
Their Finest,2016,Comedy,117,3.6,6.8,76,10185
The Darkness,2016,Horror,92,10.73,4.4,27,10021
In a Valley of Violence,2016,Action,104,0.05,6,64,9946
American Pastoral,2016,Crime,108,0.54,6.1,43,9927
I Am Not a Serial Killer,2016,Drama,104,0,6.2,54,9810
Queen of Katwe,2016,Biography,124,8.81,7.4,73,9782
Tickled,2016,Documentary,92,0.61,7.6,76,9779
Mine,2016,Thriller,106,0,5.9,40,9726
Suspicions,2016,Crime,102,0,4.3,23,9697
La 9ème vie de Louis Drax,2016,Mystery,108,0,6.3,41,9551
I Am Not Your Negro,2016,Documentary,93,7.12,7.7,95,9435
Absolutely Fabulous: Le Film,2016,Comedy,91,4.75,5.4,59,9432
Indignation,2016,Drama,110,3.4,6.8,78,8973
The Young Lady,2016,Drama,89,1.13,6.9,76,8865
"Lo and Behold, Reveries of the Connected World",2016,Documentary,98,0.59,7.1,76,8749
Mohenjo Daro,2016,Action,155,1.25,5.9,39,8553
A United Kingdom,2016,Biography,111,3.9,6.8,65,8509
Manhattan Nocturne,2016,Crime,113,0,6.2,44,8464
Yoga Hosers,2016,Comedy,88,0,4.3,23,8442
Wakefield,2016,Drama,106,0.26,6.4,62,8417
God's Not Dead 2,2016,Drama,120,20.77,4.3,22,8415
Fallen,2016,Adventure,91,0,5.5,47,8335
Incarnate,2016,Horror,91,4.79,5.2,30,8268
Christine,2016,Biography,119,0.3,7,72,8261
Oppression,2016,Drama,91,6.88,4.7,25,8147
Weiner,2016,Documentary,96,1.61,7.6,84,7980
L'avenir,2016,Drama,102,0.28,7,88,7962
Logan,2017,Action,137,226.28,8.2,77,420215
Wonder Woman,2017,Action,141,412.56,7.6,76,346166
Les Gardiens de la Galaxie Vol.2,2017,Action,136,389.81,7.8,67,310416
Dunkerque,2017,Action,106,188.37,8.2,94,281939
Spider-Man: Homecoming,2017,Action,133,334.2,7.6,73,252420
Baby Driver,2017,Action,112,107.83,7.7,86,231734
Get Out,2017,Horror,104,175.48,7.7,84,212891
John Wick 2,2017,Action,122,92.03,7.5,75,203056
Ça,2017,Drama,135,327.48,7.6,70,200913
Star Wars: Episode VIII - Les derniers Jedi,2017,Action,152,321.28,7.7,86,198563
La Belle et la Bête,2017,Family,129,504.01,7.3,65,185548
Kong: Skull Island,2017,Action,118,168.05,6.7,62,180312
Alien: Covenant,2017,Horror,122,74.26,6.5,65,176884
Thor: Ragnarok,2017,Action,130,308.29,8.1,73,173344
Pirates des Caraïbes: la Vengeance de Salazar,2017,Action,129,172.56,6.7,39,164697
Blade Runner 2049,2017,Drama,164,91.52,8.4,81,161273
Justice League,2017,Action,120,221.62,7.1,45,148293
Fast & Furious 8,2017,Action,136,225.76,6.8,56,146007
La planète des singes: Suprématie,2017,Action,140,146.88,7.5,82,139348
Life: Origine inconnue,2017,Horror,104,30.23,6.6,54,138554
Ghost in the Shell,2017,Action,107,40.53,6.4,52,134785
Le roi Arthur: La légende d'Excalibur,2017,Action,126,39.18,6.9,41,127335
Kingsman: Le cercle d'or,2017,Action,141,100.2,7,44,115485
La momie,2017,Action,110,80.1,5.5,34,115012
Hitman & Bodyguard,2017,Action,118,75.47,7,47,97581
