ALTER,GESCHLECHT,RASSE1,RASSE1_MISCHLING,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
61-70,m,Dobermann,,2015,w,schwarz/braun
41-50,w,Schäfer,Mischling,2003,m,schwarz/gelb
51-60,m,Jack Russel Terrier,,2005,m,tricolor
61-70,w,Yorkshire Terrier,,2011,w,blue/tan
51-60,w,Parson Jack Russell Terrier,,2006,w,tricolor
51-60,w,Labrador Retriever,,2006,w,gelb
51-60,w,Podenco,,2012,m,rot
31-40,w,Husky,,2005,w,beige/weiss
71-80,w,Dalmatiner,,2006,w,braun/weiss
51-60,w,Kromfohrländer,,2006,m,weiss/braun
51-60,w,Miniature Australien Shepard,,2012,m,tricolor
31-40,w,Schäfer,Mischling,2005,w,tricolor
71-80,w,Zwergpudel,,2005,w,apricot
51-60,m,Italienisches Windspiel,,2013,w,grau
41-50,w,Jack Russel Terrier,Mischling,2006,w,schwarz/weiss
41-50,w,Pekingese,,2006,w,hellbraun
51-60,w,Golden Retriever,,2011,m,creme
31-40,w,Chihuahua,,2006,w,schwarz/weiss
21-30,w,Boxer,,2006,w,weiss/beige
61-70,m,Jack Russel Terrier,,2006,m,schwarz/braun/weiss
61-70,m,Chihuahua,,2005,m,beige
61-70,m,Chihuahua,,2005,m,beige
61-70,w,Coton de Tulear,,2006,w,weiss
81-90,w,Malteser,,2001,w,weiss
61-70,w,Lagotto Romagnolo,,2006,m,braun
71-80,w,Havaneser,,2006,m,schwarz/weiss
51-60,w,Yorkshire Terrier,Mischling,2005,w,schwarz/braun
31-40,w,Chihuahua,,2004,m,weiss/braun
51-60,w,Jack Russel Terrier,,2006,m,tricolor
51-60,w,Cairn Terrier,,2006,m,beige/rot
41-50,m,Riesenschnauzer,,2006,w,schwarz
41-50,w,Dogo Canario,,2012,m,braun
41-50,w,Mischling klein,,2001,m,weiss
51-60,w,Pekingese,,2002,w,braun/gold
31-40,m,Malteser,,2005,w,weiss
61-70,w,Pinscher,Mischling,2005,w,hellbraun
61-70,w,Mischling klein,,2008,w,tricolor
31-40,w,Chihuahua,,2005,m,beige/braun
31-40,w,Chihuahua,,2006,m,schwarz
41-50,w,Tibet Terrier,,2016,w,hellbraun
31-40,m,Belgischer Schäfer,Mischling,2006,w,schwarz/weiss
51-60,w,Golden Retriever,,2006,w,blondfarben
71-80,m,Chihuahua,,2012,w,beige/schwarz
61-70,m,Yorkshire Terrier,,2006,w,grau/silber
31-40,w,Weimaraner,,2006,w,grau/braun
31-40,w,Chihuahua,Mischling,2012,m,braun/weiss
51-60,w,Mischling klein,,2006,m,schwarz
71-80,w,Labrador Retriever,,2006,w,schwarz
81-90,m,Irish Setter,,2006,m,braun
51-60,m,Jack Russel Terrier,,2002,m,weiss/braun
41-50,m,Jack Russel Terrier,,2006,w,tricolor
51-60,w,Tibet Terrier,,2005,w,rot/braun/weiss
51-60,w,Tibet Terrier,,2005,m,rot/braun/weiss
71-80,w,Shih Tzu,,2010,m,beige
51-60,w,Welsh Springer Spaniel,,2006,m,weiss/braun
41-50,w,Australian Terrier,,2004,m,braun/beige
71-80,m,Tervueren,,2006,w,schwarz/braun/rot
71-80,w,Lhasa Apso,,2012,m,zobel
51-60,w,Pinscher,Mischling,2010,w,schwarz/braun
51-60,w,Mischling klein,,2006,w,hellbraun
41-50,m,Malteser,,2006,w,weiss
31-40,m,Segugio,Mischling,2005,m,schwarz
41-50,m,Chihuahua,,2013,m,creme
41-50,m,Shih Tzu,,2014,w,rot/weiss
41-50,m,Shih Tzu,,2016,w,schwarz
71-80,w,Pudel,,2003,w,weiss
61-70,w,Irish Terrier,,2006,m,rot
31-40,m,Greyhound,,2005,m,schwarz
31-40,m,Beagle,,2008,w,tricolor
61-70,m,English Setter,,2006,m,weiss/braun
51-60,m,Zwergpudel,,2006,w,schwarz
41-50,w,Dalmatiner,,2006,w,schwarz/weiss
21-30,w,Border Collie,Mischling,2006,w,tricolor
71-80,w,Zwergpudel,,2006,w,silber
71-80,w,Deutscher Schäfer,,2001,w,schwarz/braun
71-80,w,Dackel,Mischling,2011,m,schwarz/braun
51-60,m,Pekingese,Mischling,2002,m,braun/weiss
51-60,w,Chihuahua,,2006,m,silbergrau
51-60,w,Chihuahua,,2006,m,beige/weiss
81-90,m,Appenzeller,Mischling,2004,m,braun/schwarz
41-50,m,Schäfer,Mischling,2006,m,braun/schwarz/grau
41-50,m,Anatolischer Hirtenhund,,2014,m,beige/schwarz
31-40,w,Golden Retriever,,2005,m,gestromt
21-30,w,Mops,,2007,w,braun
71-80,w,West Highland White Terrier,,2014,m,weiss
51-60,w,Schäfer,Mischling,2006,w,schwarz/braun
71-80,m,Labrador Retriever,,2006,w,schwarz
41-50,w,Spanischer Windhund,,2006,m,schwarz
61-70,w,Continental Bulldog,,2006,m,braun/schwarz/weiss
61-70,w,Phalène,,2015,m,tricolor
61-70,w,Tibetan Spaniel,,2012,m,braun/weiss
41-50,w,Deutsche Dogge,,2015,m,schwarz/grau/weiss
41-50,w,Neufundländer,,2005,m,schwarz
41-50,w,Mischling klein,,2009,w,grau
41-50,w,Podenco,Mischling,2015,w,hellbraun
41-50,w,Jack Russel Terrier,,2006,w,tricolor
41-50,w,Bichon frisé,,2005,m,weiss
51-60,m,Husky,,2015,w,creme
41-50,w,Chihuahua,,2006,m,braun
51-60,w,Jack Russel Terrier,,2006,w,tricolor
51-60,m,Malteser,,2004,m,weiss
61-70,w,Mischling klein,,2009,m,tricolor
41-50,w,Scottish Terrier,,2004,m,weizen
51-60,w,Italienisches Windspiel,,2006,m,grau
41-50,m,Zwergpudel,,2005,m,schwarz/weiss
41-50,w,Pudel,,2005,m,apricot
71-80,m,American Staffordshire Terrier,,1998,m,braun/schwarz
71-80,m,Collie,,2004,w,schwarz/weiss
61-70,w,Malteser,,2012,w,weiss
61-70,m,Parson Jack Russell Terrier,,2006,m,weiss/beige
71-80,w,Cairn Terrier,,2006,w,beige
51-60,w,Dachshund,,2006,m,saufarben
51-60,w,Dachshund,,2006,m,saufarben
41-50,w,Jack Russel Terrier,,2013,m,schwarz/braun
41-50,w,Border Terrier,,2004,w,beige
31-40,w,Pekingese,,2003,w,braun
51-60,w,Yorkshire Terrier,,2006,w,blue/tan
41-50,w,Whippet,Mischling,2006,w,weiss/braun
41-50,w,Zwergspitz,,2008,m,hellbraun
41-50,w,Yorkshire Terrier,,2008,m,blue/tan
41-50,w,Chihuahua,,2006,m,weiss/braun
41-50,w,Chihuahua,,2006,m,hellbraun
71-80,m,Malteser,Mischling,2006,m,weiss
51-60,m,American Bulldog,,2006,w,weiss/braun
71-80,m,Dackel,,2009,m,rot
71-80,m,Dackel,,2009,m,rot
61-70,w,Yorkshire Terrier,,2006,w,black/tan
81-90,w,Chihuahua,,2006,m,schwarz/weiss
51-60,w,Chihuahua,,2006,m,schwarz/weiss
51-60,m,Labrador Retriever,,2008,w,gelb
61-70,w,Havaneser,,2006,w,braun/weiss
51-60,m,Border Collie,,2008,w,tricolor
61-70,m,Flat Coated Retriever,,2006,w,schwarz
61-70,w,Toypudel,,2006,m,weiss
41-50,w,Dackel,,2006,w,hellbraun
51-60,w,Rhodesian Ridgeback,,2016,w,braun
41-50,w,Chihuahua,,2006,m,weiss/braun
41-50,m,Jack Russel Terrier,,2010,w,tricolor
71-80,w,Zwergpudel,,2006,w,braun
41-50,w,Rauhaar Dackel,,2006,w,saufarben
31-40,w,Magyar Viszla,,2010,w,braun
51-60,w,Havaneser,,2006,w,beige
51-60,w,Havaneser,,2008,w,schwarz
51-60,w,Yorkshire Terrier,,2005,w,blue/tan
31-40,w,Gos d'Atura Català,,2006,w,braun
31-40,w,Border Collie,,2016,m,tricolor
41-50,w,Beagle,,2006,w,tricolor
41-50,w,Chihuahua,,2004,w,schwarz/weiss
71-80,w,Berger des Pyrenées,,2008,m,fauve
71-80,w,Terrier,Mischling,2007,w,hellbraun
51-60,m,Boxer,,2011,m,gelb
51-60,w,Chihuahua,,2013,w,tricolor
51-60,w,Jack Russel Terrier,,2007,w,braun/weiss
41-50,m,Mischling klein,,2003,w,rot/weiss
51-60,w,Mischling klein,,2008,w,braun
71-80,w,Podenco,,2007,w,zimt
51-60,w,Magyar Viszla,,2006,m,braun
51-60,m,Parson Jack Russell Terrier,,2007,w,weiss/rot
31-40,w,Appenzeller,,2004,m,tricolor
31-40,w,Mischling klein,,2006,m,tricolor
61-70,w,Appenzeller,,2004,m,tricolor
61-70,w,Mischling klein,,2006,w,schwarz/braun
41-50,m,Terrier,Mischling,2006,w,schwarz
61-70,m,Boxer,,2007,w,dunkel gestromt
31-40,w,Whippet,,2016,m,rot
41-50,w,Papillon,,2013,w,tricolor
41-50,w,Malteser,,2006,w,weiss
41-50,w,Podenco Ibicenco,,2005,w,braun
61-70,w,Border Collie,Mischling,2007,m,schwarz/braun/weiss
31-40,m,Pinscher,,2006,m,braun
31-40,m,Pinscher,,2009,w,braun
41-50,w,Pinscher,Mischling,2014,w,braun schwarz gestromt
51-60,w,Windhund,,2007,w,gestromt
41-50,w,Boston Terrier,,2015,w,schwarz gestromt
31-40,w,Podenco,,2006,w,hellbraun
81-90,w,Pudel,,2006,m,grau/schwarz
61-70,m,Weimaraner,,2006,w,silber
31-40,w,Chihuahua,,2011,m,schwarz/weiss
61-70,m,Berger de Brie,,2006,m,schwarz
41-50,w,Chihuahua,,2007,m,beige/weiss
41-50,w,Chihuahua,,2011,m,schwarz
41-50,w,Chihuahua,,2011,m,grau
31-40,w,Thai Ridgeback,,2006,w,sandfarbig
41-50,w,Pinscher,Mischling,2005,w,schwarz
41-50,m,Dalmatiner,,2003,m,weiss/schwarz
41-50,m,Papillon,,2008,w,schwarz/weiss
61-70,m,English Setter,,2007,m,weiss/gelb
61-70,m,English Setter,,2007,w,weiss/gelb
31-40,m,Maremma-Abruzzenhund,,2006,m,fauve
51-60,w,Italienisches Windspiel,,2011,w,blau
31-40,w,Australian Cattle Dog,,2006,w,weiss/rot
71-80,m,Labrador Retriever,,2007,w,gelb
31-40,w,Australian Shepherd,,2007,m,schwarz/braun/grau
31-40,w,Border Collie,,2013,m,red merle
71-80,m,Eurasier,,2007,w,rot
41-50,m,Entlebucher Sennenhund,,2007,w,schwarz/weiss/beige
41-50,m,Pomeranian,,2010,m,orange
41-50,m,Zwergspitz,,2010,w,orange
31-40,w,Terrier,Mischling,2005,w,schwarz
31-40,w,Whippet,,2007,w,weiss/braun
31-40,w,Galgo Español,,2011,m,schwarz/weiss
31-40,m,Parson Russell Terrier,,2007,m,rot/braun/weiss
51-60,w,Lakeland Terrier,,2007,m,rot
31-40,w,Bichon frisé,,2007,w,weiss
31-40,w,Australian Shepherd,Mischling,2006,w,schwarz/grau/weiss
31-40,m,Labrador Retriever,Mischling,2007,m,schwarz
41-50,w,Labrador Retriever,,2007,w,schwarz
41-50,m,Dachshund,,2006,w,schwarz/rot
31-40,w,Chihuahua,,2004,w,braun
41-50,m,Labrador Retriever,,2013,m,grau
31-40,w,Deutscher Schäfer,,2006,w,grau
31-40,w,Husky,,2003,m,schwarz
51-60,m,Belgischer Schäfer,,2006,w,fauve
31-40,m,Chihuahua,,2006,w,braun
41-50,w,Mops,,2003,m,beige
51-60,w,Chihuahua,,2006,m,braun
41-50,w,Foxterrier,,2009,w,braun/weiss
51-60,w,Jack Russel Terrier,,2011,w,hellbraun
51-60,m,Jack Russel Terrier,,2010,w,weiss/beige
51-60,m,Jack Russel Terrier,,2013,m,weiss/braun
71-80,w,Pudel,,2015,m,rot
61-70,w,Malteser,,2013,w,weiss
51-60,m,Malteser,,2005,m,braun/weiss
31-40,m,Schwedischer Vallhund,,2007,w,braun/schwarz/weiss
31-40,m,Podenco,,2001,w,braun/weiss
31-40,w,Chihuahua,,2004,w,beige
61-70,w,Pekingese,,2002,m,schwarz/braun
61-70,w,Chihuahua,,2004,m,beige
61-70,m,Bergamasker,Mischling,2007,w,grau/schwarz
51-60,m,Mischling gross,,2016,w,beige/braun
41-50,w,Chihuahua,,2004,m,schwarz/weiss
41-50,w,Chihuahua,,2004,w,schwarz/weiss
41-50,w,Chihuahua,,2008,w,schwarz/weiss
41-50,w,Shetland Sheepdog,,2007,w,tricolor
51-60,w,Chihuahua,,2006,m,tricolor
51-60,w,Chihuahua,,2011,w,hellbraun
51-60,w,Chihuahua,Mischling,2004,w,tricolor
41-50,m,Golden Retriever,,2006,m,beige
51-60,w,Manchester Terrier,,2012,m,schwarz/braun
31-40,w,Münsterländer,Mischling,2004,w,weiss/braun
31-40,m,Rhodesian Ridgeback,,2007,m,braun
71-80,m,Boston Terrier,,2007,m,braun/weiss
31-40,m,Schäfer,,2007,m,schwarz/braun
51-60,m,Appenzeller,Mischling,2012,w,tricolor
71-80,m,Jack Russel Terrier,,2007,m,schwarz/weiss/braun
71-80,m,Yorkshire Terrier,,2007,m,blue/tan
61-70,w,Golden Retriever,,2011,w,golden
51-60,m,Kromfohrländer,,2007,m,weiss/braun
41-50,m,West Highland White Terrier,,2007,m,braun gestromt
51-60,m,Beagle,,2003,w,tricolor
51-60,m,Poitevin Jagdhund,,2006,w,tricolor
41-50,m,Parson Russell Terrier,,2007,w,weiss
41-50,m,Vizsla,,2008,m,rot
31-40,w,Deutscher Schäfer,,2006,m,gelb/schwarz
41-50,m,Border Collie,,2016,w,braun/weiss
51-60,w,Mischling klein,,2006,w,weiss
51-60,m,Mischling klein,,2006,w,schwarz/grau/weiss
71-80,w,Papillon,,2004,w,tricolor
31-40,w,Terrier,Mischling,2006,w,schwarz
41-50,m,Französische Bulldogge,,2013,w,beige
41-50,w,Parson Jack Russell Terrier,,2004,m,weiss/rot
41-50,w,Berger des Pyrenées,,2007,m,gestromt
71-80,m,Mischling klein,,2006,m,weiss/creme
51-60,m,Altdeutscher Schäfer,,2007,w,grau
41-50,m,Mischling gross,,2010,w,schwarz/weiss
31-40,w,Jack Russel Terrier,,2000,w,weiss/schwarz
51-60,w,Schäfer,Mischling,2006,w,schwarz/braun
51-60,w,Mischling klein,,2007,m,braun/schwarz
51-60,w,Jack Russel Terrier,,2008,w,tricolor
51-60,m,Nova Scotia Duck Tolling Retriever,,2007,w,rot/weiss
61-70,m,Foxterrier,,2010,w,tricolor
61-70,w,Langhaardackel,,2006,m,schwarz/rot
71-80,m,Zwergschnauzer,,2016,w,schwarz
51-60,w,Rottweiler,,2015,w,schwarz/braun
51-60,w,Chihuahua,,2007,m,creme
31-40,m,Cocker Spaniel,,2007,m,braun
41-50,w,West Highland White Terrier,,2009,w,weiss
51-60,m,Norfolk Terrier,,2010,w,rot
51-60,w,Belgischer Schäfer,Mischling,2006,m,schwarz
71-80,w,Sheltie,,2007,w,tricolor
31-40,w,Französische Bulldogge,,2006,w,braun schwarz gestromt
,m,Shih Tzu,,1998,w,schwarz
51-60,w,Australian Shepherd,,2007,w,blue merle/weiss
51-60,w,Cavalier King Charles Spaniel,,2013,w,braun/weiss
61-70,w,Bergamasker,,2007,w,grau/schwarz
41-50,w,Mischling klein,,2007,m,braun/weiss
31-40,w,Yorkshire Terrier,Mischling,2012,w,schwarz Marken
41-50,w,Weimaraner,,2007,m,silbergrau
71-80,w,Malteser,,2006,m,weiss
41-50,w,Tibetan Spaniel,,2007,m,sable
51-60,w,Zwergpinscher,,2007,m,rot
31-40,w,Rauhaar Dackel,,2007,w,braun
61-70,w,Labrador Retriever,,2004,w,braun/weiss
51-60,w,Bichon Havanais,,2007,m,beige
71-80,w,Norfolk Terrier,,2003,w,rot
51-60,m,Labrador Retriever,,2004,m,braun
51-60,w,Border Collie,,2007,m,tricolor
41-50,m,Windhund,Mischling,2006,m,schwarz/braun
61-70,w,Mischling klein,,2007,w,schwarz gestromt
51-60,w,Norwich Terrier,,2007,w,black/tan
71-80,m,Briard,,2007,m,schwarz
41-50,m,Appenzeller,,2007,m,tricolor
41-50,m,Appenzeller,,2007,m,beige/weiss
61-70,w,Havaneser,,2006,w,zobel beige
61-70,m,Bordeaux Dogge,,2014,m,rot
41-50,w,Deutsche Dogge,,2013,m,blau
71-80,m,Berner Sennenhund,,2007,m,tricolor
61-70,m,Golden Retriever,,2007,w,blondfarben
71-80,w,Chihuahua,,2004,m,braun
21-30,w,Mischling klein,,2007,w,braun/schwarz
51-60,w,Bichon frisé,,2007,m,weiss
61-70,m,Kaninchen-Dachshund,,2007,w,schwarz/rot
71-80,w,Bolonka Zwetna,,2014,w,schwarz lohfarbig
71-80,m,Tibet Terrier,,2006,m,schwarz/weiss
31-40,w,Labrador Retriever,,2001,m,schwarz/weiss
51-60,m,Lagotto Romagnolo,,2007,w,weiss/orange
41-50,m,Sheltie,,2007,w,zobel
41-50,w,Border Terrier,,2007,m,grau/braun
51-60,w,Mischling klein,,2014,m,schwarz
51-60,w,Lagotto Romagnolo,,2007,m,braun
61-70,m,Mischling klein,,2007,w,sandfarbig
31-40,w,Mischling klein,,2007,m,schwarz/braun
51-60,m,Beagle,,2006,m,tricolor
61-70,m,Continental Bulldog,,2005,m,weiss gestromt
81-90,m,Lagotto Romagnolo,,2007,w,beige/weiss
51-60,m,Mischling klein,,2004,m,braun
51-60,w,Mischling klein,,2007,m,tricolor
51-60,w,Zwergpinscher,,2012,w,schwarz/braun
51-60,w,Beagle,,2007,m,tricolor
51-60,w,Border Terrier,,2016,w,braun
41-50,w,Kleinspitz,,2005,m,schwarz
41-50,w,Parson Russell Terrier,,2007,w,tricolor
41-50,w,Mops,,2004,w,beige/weiss
41-50,w,Staffordshire Bull Terrier,,2009,m,schwarz gestromt
21-30,w,Border Collie,Mischling,2005,w,schwarz/weiss
41-50,m,Golden Retriever,,2006,w,schwarz
41-50,w,Terrier,Mischling,2011,m,tricolor
41-50,w,Yorkshire Terrier,,2007,m,blue/tan
71-80,w,Belgischer Schäfer,,2007,w,fauve
31-40,m,Mischling klein,,2005,m,braun/schwarz
41-50,w,West Highland White Terrier,,2007,m,weiss
41-50,m,Labrador Retriever,,2012,m,beige
31-40,w,Australian Shepherd,,2006,w,blue/merle
61-70,m,Airedale Terrier,,2011,w,black/tan
51-60,w,Spaniel,Mischling,2007,w,tricolor
51-60,w,Cavalier King Charles Spaniel,,2007,m,braun
71-80,w,Cairn Terrier,,2004,m,red-brindle
71-80,m,Malteser,,2007,w,weiss
71-80,m,Malteser,,2006,m,weiss
31-40,m,Podenco,,2008,w,braun/rot
51-60,w,Zwergrauhaardackel,,2007,w,saufarben
51-60,w,Zwergdachshund,,2016,w,schwarz/rot
61-70,w,Jack Russel Terrier,,2007,m,tricolor
71-80,w,Appenzeller,Mischling,2007,w,tricolor
51-60,w,Collie,,2009,w,tricolor
41-50,w,Tibet Terrier,Mischling,2002,m,hellbraun
31-40,w,Mischling klein,,2004,m,schwarz/braun
61-70,w,Yorkshire Terrier,,2007,m,schwarz/beige
51-60,w,Jack Russel Terrier,,2006,m,tricolor
41-50,w,Vorstehhund,Mischling,2005,w,braun
51-60,w,Zwergdachshund,,2015,w,wildfarbig
41-50,m,Zwergschnauzer,,2007,w,schwarz
41-50,w,Continental Bulldog,,2009,m,rot
51-60,w,Parson Russell Terrier,,2007,w,weiss/rot
61-70,w,Deutscher Langhaarschäfer,,2007,w,grau
41-50,w,Bergamasker,Mischling,2003,w,tricolor
41-50,m,Segugio,,2004,m,schwarz/braun/weiss
51-60,m,Daisy-Dog,Mischling,2007,m,weiss/beige
41-50,m,Golden Retriever,,2007,m,blondfarben
71-80,w,Malteser,Mischling,2004,m,schwarz
41-50,w,Yorkshire Terrier,,2007,m,blue/tan
61-70,w,Shih Tzu,,2007,m,weiss/rot
61-70,w,Beagle,,2013,m,tricolor
51-60,w,Airedale Terrier,,2011,w,black/tan
41-50,m,Parson Russell Terrier,,2008,m,weiss/rot
41-50,m,Mops,,2009,w,beige/schwarz
71-80,w,Appenzeller Sennenhund,,2006,m,tricolor
81-90,w,Berger des Pyrenées,,2004,m,creme
51-60,w,Norwich Terrier,,2007,m,rot
51-60,w,Chihuahua,,2008,w,weiss
71-80,w,Cocker Spaniel,,2009,m,schwarz
71-80,w,English Cocker Spaniel,,2007,m,mehrfarbig
61-70,m,Briard,,2007,m,fauve
21-30,w,Barbet,,2011,m,weiss/schwarz
61-70,w,Spaniel,,2005,m,braun/weiss
51-60,w,Yorkshire Terrier,,2012,m,schwarz/braun
21-30,w,Mops,,2009,m,schwarz
41-50,m,Jagdhund,Mischling,2005,m,schwarz/braun
51-60,m,Flat Coated Retriever,,2008,m,schwarz
31-40,w,Golden Retriever,,2002,m,blondfarben
31-40,w,Jack Russel Terrier,,2010,w,tricolor
81-90,m,Shar Pei,,2007,w,schwarz
31-40,w,Jack Russel Terrier,Mischling,2007,w,weiss/schwarz
71-80,w,Shetland Sheepdog,,2007,m,blue/merle
51-60,w,Golden Retriever,,2003,m,schwarz/braun/weiss
61-70,w,Husky,,2008,w,sandfarbig
51-60,w,Yorkshire Terrier,,2008,w,black/tan
51-60,w,Yorkshire Terrier,,2013,w,steelblue/tan
81-90,m,Mischling klein,,2004,m,schwarz
51-60,w,Labrador Retriever,,2007,w,beige
71-80,w,Basenji,,2007,m,rot/weiss
41-50,w,Schäfer,,2007,m,grau gestromt
51-60,m,Briard,Mischling,2007,w,schwarz/weiss
51-60,m,Berger de Brie,,2007,m,fauve
31-40,w,Staffordshire Bull Terrier,,2006,m,braun/schwarz/weiss
51-60,m,Foxterrier,,2007,w,tricolor
31-40,m,Deutsche Dogge,,2013,w,schwarz/weiss
71-80,w,Toller,,2007,m,rot/weiss
71-80,w,Pumi,,2007,w,schwarz/grau
31-40,w,Belgischer Schäfer,Mischling,2007,w,beige
21-30,w,Briard,,2007,w,schwarz/weiss
51-60,w,Soft Coated Wheaten Terrier,,2006,w,wildfarbig
61-70,w,Jack Russel Terrier,,2014,m,braun/weiss
41-50,w,Galgo Español,,2012,w,braun gestromt
51-60,m,Beagle,,2007,m,tricolor
51-60,w,Australian Shepherd,,2008,m,blue/merle
61-70,m,Riesenschnauzer,,2016,w,schwarz
61-70,w,Jack Russel Terrier,,2007,w,tricolor
51-60,w,Beagle,,2007,w,tricolor
31-40,w,Maremmano,,2005,m,braun/weiss
51-60,w,Mischling klein,,2004,w,tricolor
61-70,w,Bergamasker,,2006,w,braun/weiss
41-50,w,Irish Terrier,,1998,w,braun
21-30,m,Tibetan Spaniel,,2010,m,tricolor
31-40,m,Havaneser,,2008,w,creme
61-70,w,Shiba Inu,,2011,w,schwarz/braun
41-50,m,Magyar Viszla,,2016,m,hellbraun
61-70,w,Holländischer Schäfer,,2016,w,gestromt
31-40,w,Labrador Retriever,,2016,m,braun
31-40,m,Malteser,,2005,w,weiss
21-30,w,Französische Bulldogge,,2007,m,schwarz/weiss
51-60,w,Irish Setter,,2007,w,mahagoni
51-60,w,Labrador Retriever,,2005,w,braun
41-50,w,Pinscher,Mischling,2005,w,braun/schwarz
41-50,w,Prager Rattler,,2014,w,schwarz/braun
51-60,w,Windhund,Mischling,2014,m,grau/schwarz
41-50,w,Mops,,2006,w,beige/schwarz
41-50,w,Mops,,2002,w,beige/schwarz
51-60,w,Lakeland Terrier,,2007,m,rot
51-60,m,Mischling klein,,2008,m,weiss
51-60,m,Labrador Retriever,,2004,m,blondfarben
71-80,w,Border Collie,,2005,w,schwarz/weiss
41-50,w,Italienisches Windspiel,,2008,w,choco
41-50,w,Chihuahua,,2016,m,tricolor
61-70,w,Pudel,,2007,m,apricot
31-40,m,Rhodesian Ridgeback,,2007,m,braun
51-60,w,Pinscher,Mischling,2011,m,tricolor
71-80,w,Havaneser,,2008,m,dunkelbraun
41-50,w,Labrador Retriever,,2008,m,braun
51-60,w,West Highland White Terrier,,2007,m,weiss
51-60,w,Podenco,,2006,m,rot/braun
41-50,m,Mischling klein,,2011,m,braun/schwarz
41-50,m,Mischling klein,,2003,m,tricolor
21-30,w,Golden Retriever,Mischling,2007,m,schwarz
31-40,m,Cane Corso,,2015,w,schwarz
31-40,m,Deutscher Schäfer,,2007,m,braun/schwarz
51-60,m,Labrador Retriever,,2006,m,gelb
51-60,w,Jack Russel Terrier,Mischling,2007,w,grau/schwarz
41-50,w,Mops,,2007,m,beige
31-40,w,Englische Bulldogge,,2011,m,braun/weiss
61-70,w,Mischling klein,Mischling,2007,w,beige/braun
71-80,w,Cairn Terrier,,2005,m,braun
31-40,w,Pudel,,2009,w,silber
41-50,m,Bergamasker,Mischling,2008,m,grau/braun/schwarz
51-60,m,Labrador Retriever,,2011,m,braun
71-80,m,Spitz,Mischling,2007,m,weiss
31-40,m,Zwergpinscher,,2008,w,schwarz
41-50,w,Griffon,Mischling,2012,m,beige/braun
71-80,w,Mischling klein,,2005,w,schwarz/weiss
31-40,w,Französische Bulldogge,,2014,w,brindle
51-60,w,Rehpinscher,,2008,m,schwarz/braun
51-60,w,Rehpinscher,,2011,w,rehbraun
41-50,w,Havaneser,,2015,w,schwarz/weiss
41-50,m,Labrador Retriever,,2008,m,blondfarben
61-70,m,Jack Russel Terrier,,2008,m,tricolor
51-60,w,Mischling klein,,2008,w,schwarz
51-60,m,Katalanischer Schäferhund,,2010,w,sable
71-80,w,Coton de Tulear,,2006,w,weiss
51-60,m,Chihuahua,,2003,m,weiss/beige
51-60,m,Sheltie,,2008,m,blue/merle
51-60,w,Belgischer Schäfer,Mischling,2007,m,beige/schwarz
71-80,w,Lagotto Romagnolo,,2006,m,braun/weiss
31-40,w,Französische Bulldogge,,2008,w,creme
71-80,m,Labrador Retriever,Mischling,2004,m,beige
51-60,w,Golden Retriever,,2007,w,creme
71-80,w,Spinone,,2008,w,weiss/orange
51-60,m,Continental Bulldog,,2008,m,schwarz/braun gestromt
51-60,w,Bardino,,2012,m,tricolor
51-60,w,Mischling klein,,2007,w,creme
51-60,w,Mischling gross,,2014,m,grau/weiss
51-60,w,Chihuahua,,2008,m,braun
51-60,m,Labrador Retriever,Mischling,2012,m,schwarz
41-50,m,Beagle,,2003,m,tricolor
41-50,w,Pekingese,,2008,m,braun/schwarz
31-40,w,Labrador Retriever,Mischling,2008,m,braun/schwarz/grau
71-80,w,Spitz,Mischling,2004,m,schwarz/weiss
21-30,w,Deutscher Schäfer,,2007,m,schwarz/braun
81-90,w,Dackel,Mischling,2005,m,hellbraun
51-60,w,Foxterrier,,2008,m,tricolor
31-40,m,Beagle,,2008,m,tricolor
41-50,w,Cavalier King Charles Spaniel,,2007,m,tricolor
41-50,w,English Staffordshire Terrier,,2008,m,schwarz
31-40,w,Soft Coated Wheaten Terrier,,2008,m,weizen
51-60,m,Russischer Terrier,,2014,m,schwarz
41-50,w,Jack Russel Terrier,,2008,m,tricolor
41-50,w,Jack Russel Terrier,,2009,m,tricolor
41-50,m,Malinois,,2014,w,beige
41-50,w,Mischling klein,,2007,w,schwarz
61-70,m,Jack Russel Terrier,,2007,m,tricolor
51-60,w,Riesenschnauzer,,2004,w,schwarz
21-30,m,Appenzeller,Mischling,2007,m,schwarz/weiss
31-40,w,Do-Khyi,,2008,m,schwarz/weiss/braun
51-60,m,Parson Russell Terrier,,2007,m,tricolor
41-50,m,Beagle,,2007,m,tricolor
51-60,w,Mischling klein,,2006,m,braun/schwarz
61-70,w,Zwergpudel,,2008,w,choco
51-60,w,Weimaraner,,2007,m,silbergrau
51-60,m,Chihuahua,,2008,w,creme
31-40,w,Mischling gross,,2009,m,braun
31-40,w,Beagle,,2008,m,tricolor
41-50,w,Yorkshire Terrier,,2008,m,grau/braun
41-50,w,Mischling klein,,2008,w,gelb
61-70,w,Mops,,2008,w,beige/schwarz
41-50,w,Zwergpinscher,,2008,m,schwarz/rot
51-60,w,Mops,,2014,w,schwarz
31-40,m,Saarloos-Wolfshund,,2008,m,braun
31-40,m,Jack Russel Terrier,,2000,m,braun/weiss
61-70,w,Dachshund,,2006,w,schwarz/rot
